query;date;url;sentiment;type;discussion length;views;author;followers;influence;GPS latitude;GPS longitude;message text;source;title
icdrachten OR nijsmellinghe OR r...;2020-05-14 10:40;https://twitter.com/HHMoorlag/status/1260852560530989058;+;comment;7;;HHMoorlag;114;1.7;;;[@rocfriesepoort] @SCCambuurLwd Netjes hoor!! 💛💙;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-14 10:07;https://twitter.com/SCCambuurLwd/status/1260844115798962176;+;comment;7;46190;SCCambuurLwd;46190;35.4;;;RT [@rocfriesepoort]: Spannende dag vandaag voor onze partner en toekomstig huisgenoot @SCCambuurLwd. Succes! Onze vestiging Leeuwarden heeft de vlag al uit! #cambuurkomteraan https://t.co/FeoI2W1fIM;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-14 09:55;https://twitter.com/hendrikterpstra/status/1260841100887183360;-;comment;11;994;hendrikterpstra;994;1;;;RT @PeterBoomsma: Waarschijnlijk zijn laatste hoofredactionele commentaar, good old Willem Bosma is gisteren met pensioen gegaan, vandaag in de @lc_nl een meer dan vlijmscherp commentaar op ‘Arm [Smallingerland]’. Het lijkt me geen pretje in [@_Smallingerland] en voor @JanRijpstra https://t.co/gN0cT6ml7E;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-14 09:40;https://twitter.com/MarijkevandHoek/status/1260837310930845697;;comment;11;;MarijkevandHoek;363;2;;;@PeterBoomsma @lc_nl [@_Smallingerland] @JanRijpstra Net gelezen, Bosma kon nog wel eens gelijk krijgen dat @cdkfryslan onze gemeente uit zijn lijden moet verlossen! En hoop dat Willem Bosma zo nu en dan dit soort opinie blijft schrijven in @lc_nl;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-14 09:32;https://twitter.com/ericennema/status/1260835247790395393;-;comment;11;1820;ericennema;1820;2;;;RT @PeterBoomsma: Waarschijnlijk zijn laatste hoofredactionele commentaar, good old Willem Bosma is gisteren met pensioen gegaan, vandaag in de @lc_nl een meer dan vlijmscherp commentaar op ‘Arm [Smallingerland]’. Het lijkt me geen pretje in [@_Smallingerland] en voor @JanRijpstra https://t.co/gN0cT6ml7E;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-14 09:24;https://twitter.com/JaapvanBruggen2/status/1260833460324839433;+;comment;7;44;JaapvanBruggen2;44;0.6;;;RT [@rocfriesepoort]: Spannende dag vandaag voor onze partner en toekomstig huisgenoot @SCCambuurLwd. Succes! Onze vestiging Leeuwarden heeft de vlag al uit! #cambuurkomteraan https://t.co/FeoI2W1fIM;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-14 09:13;https://twitter.com/jelmadekker/status/1260830679249620996;+;comment;7;394;jelmadekker;394;0.6;;;RT [@rocfriesepoort]: Spannende dag vandaag voor onze partner en toekomstig huisgenoot @SCCambuurLwd. Succes! Onze vestiging Leeuwarden heeft de vlag al uit! #cambuurkomteraan https://t.co/FeoI2W1fIM;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-14 09:06;https://twitter.com/MaartenNoordho1/status/1260828915146391552;-;comment;11;449;MaartenNoordho1;449;1.3;;;RT @PeterBoomsma: Waarschijnlijk zijn laatste hoofredactionele commentaar, good old Willem Bosma is gisteren met pensioen gegaan, vandaag in de @lc_nl een meer dan vlijmscherp commentaar op ‘Arm [Smallingerland]’. Het lijkt me geen pretje in [@_Smallingerland] en voor @JanRijpstra https://t.co/gN0cT6ml7E;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-14 08:57;https://twitter.com/remco_meijerink/status/1260826650255687682;;post;2;808;remco_meijerink;808;1.8;;;Vandaag ook in top bij [@rocfriesepoort]. Wij steunen als trots maatschappelijk partner @SCCambuurLwd. #CambuurKomtEraan. https://t.co/XS1YH1TdJo;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-14 08:37;https://twitter.com/PeterBoomsma/status/1260821644819542016;-;post;11;1189;PeterBoomsma;1189;2.2;;;Waarschijnlijk zijn laatste hoofredactionele commentaar, good old Willem Bosma is gisteren met pensioen gegaan, vandaag in de @lc_nl een meer dan vlijmscherp commentaar op ‘Arm [Smallingerland]’. Het lijkt me geen pretje in [@_Smallingerland] en voor @JanRijpstra https://t.co/gN0cT6ml7E;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-14 08:00;https://twitter.com/YESverkosto/status/1260812096016654337;;comment;3;2547;YESverkosto;2547;0.7;;;Kyselyn tuloksissa nousi esiin myös, että opettajien omilla verkostoilla ja kokemuksella yritysmaailmasta on huomattava merkitys opettajien kykyyn opettaa liiketoimintaosaamiseen ja kestävään kehitykseen liittyviä asioita. #yrittäjyyskasvatus;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-14 07:14;https://twitter.com/Hulpdiensten09/status/1260800701103591425;;post;;269;Hulpdiensten09;269;0.6;;;P 1 (BNN-01) OMS brandmelding [Philips] DAP Oliemolenstraat [Drachten] 0270-0011 [PHILIPS] https://t.co/qXIdyJuhb4;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-14 07:14;https://twitter.com/p2kfryslan/status/1260800699291623424;;post;;2344;p2kfryslan;2344;0.6;;;07:14:35 P 1 (BNN-01) OMS brandmelding [Philips] DAP Oliemolenstraat [Drachten] 0270-0011 [PHILIPS];twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-14 07:14;https://twitter.com/MonitorP2000/status/1260800676726296577;;post;;844;MonitorP2000;844;0.5;;;P 1 (BNN-01) OMS brandmelding [Philips] DAP Oliemolenstraat [Drachten] 0270-0011 [PHILIPS] https://t.co/oCnxw1EKXb;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-14 07:14;https://twitter.com/P2000FR/status/1260800670032179200;;post;;4770;P2000FR;4770;0.6;;;07:14:52 - P 1 (BNN-01) OMS brandmelding [Philips] DAP Oliemolenstraat [Drachten] 0270-0011 [PHILIPS];twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-14 07:14;https://twitter.com/P2000Regio2/status/1260800658900475904;;post;;2715;P2000Regio2;2715;0.6;;;07:14:35 P1 (bnn-01) oms brandmelding [philips] dap oliemolenstraat [drachten] 0270-0011 [philips];twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-13 19:46;https://twitter.com/CBeerda/status/1260627500314570753;+;comment;12;;CBeerda;39;1.2;;;[@_Smallingerland] @JanRijpstra Dank voor de snelle reactie. Het kan dus wel. Ook een reactie is in behandeling maar het is druk scheelt al  veel. Alle sportclubs kregen al een brief. Ik wacht het nu af. Nogmaals bedankt;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-13 15:05;https://twitter.com/ErikvdVelde/status/1260556804754374658;;post;2;111;ErikvdVelde;111;2.5;;;[@_Smallingerland] jonge mannen in de wijk Folgeren bij de deuren langs ivm inzameling tbv Corona in Afrika. Klopt dit?;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-13 14:39;https://twitter.com/Sandronique/status/1260550122041155584;;comment;;923;Sandronique;923;3.3;;;RT [@ASTRON_NL]: Bouwen aan mobiele netwerken voor 7G: onze astronoom Joeri van Leeuwen sprak bij @BNR over hoe radiotelescopen en supercomputers de wetenschap vooruit helpen! Luister hier de aflevering terug: https://t.co/PhXv5mddMT #BNR #supercomputer #wifi #astronomie #squarekilometrearray;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-13 13:53;https://twitter.com/CBeerda/status/1260538765648461824;;comment;12;;CBeerda;39;1.2;;;[@_Smallingerland] @JanRijpstra Het is maar 1 vraag aan de burgemeester mag de Naturij open. Of hoe bereiken we de veiligheidsregio.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-13 13:46;https://twitter.com/kutheks/status/1260536859773546496;;comment;45;1157;kutheks;1157;16.5;;;letten jullie op [@_smallingerland]?;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-13 12:25;https://twitter.com/CBeerda/status/1260516441234845696;+;comment;12;;CBeerda;39;0.7;;;[@_Smallingerland] @JanRijpstra Volgende week doen we de Naturij open dan maar zonder toestemming  van de burgemeester. Zo klant on vriendelijk;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-13 12:22;https://twitter.com/CBeerda/status/1260515875695865857;;comment;12;;CBeerda;39;0.7;;;[@_Smallingerland] @JanRijpstra Ja maar ik ben al sinds vrijdag bezig om een antwoord te krijgen via bestuurssecretariaat. Mijn bloed kookt inmiddels;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-13 10:48;https://twitter.com/gic_nl/status/1260492083359633408;;post;;14013;gic_nl;14013;1.8;;;#Groningen gaat miljoenen #coronatests maken https://t.co/UY8lvftiiV [#PerkinElmer] #Covidtestpakket;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-13 10:12;https://twitter.com/WSXEnterprise/status/1260482932801785856;;comment;3;5849;WSXEnterprise;5849;0.7;;;"""Role models and entrepreneurship studies have a significant impact on students ’entrepreneurial intentions.""  Find out more about this study below 👇 (we are a partner on this pan-european project - find out more https://t.co/4m3pdVfjbZ)";twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-13 09:22;https://twitter.com/Sedu_fi/status/1260470364276166657;;post;3;888;Sedu_fi;888;0.7;;;Roolimallit ja yrittäjyysopinnot vaikuttavat merkittävästi opiskelijoiden yrittäjyysaikomuksiin https://t.co/6eiPttZYV1 #yrittäjyys #kestäväkehitys #hankkeet #innovaatiot #yrittäjyysopinnot @SeAMK #APRO @Hogeschool_Gent [@rocfriesepoort] @WSXEnterprise https://t.co/Lsan7ZPlUT;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-13 09:00;https://twitter.com/AWijkhuijs/status/1260464852017074187;;comment;3;;AWijkhuijs;220;1.3;;;"@frieschdagblad [@_Smallingerland] College [@_Smallingerland]; “Een #zwembad kan lokale economie en directe omgeving een enorme impuls geven.”  Na 12 jaar besluitvormingsproces en 6 jaar oude toezegging van 10 miljoen euro van @provfryslan nu nog locatie-onderzoek.  Kijk bijvoorbeeld naar #Drieburcht Tilburg";twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-13 08:37;https://twitter.com/MaartenNoordho1/status/1260459102792290305;;comment;3;449;MaartenNoordho1;449;1.3;;;[Smallingerland] en gemeentebestuur van #gewoonnietsdoen. Dit nietsdoen is mogelijk gemaakt door ELP.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-13 08:33;https://twitter.com/frieschdagblad/status/1260458137498324997;-;post;3;10373;frieschdagblad;10373;8.5;;;De gemeenteraad van [@_Smallingerland] is akkoord gegaan met de functies van het nieuwe zwembad De Welle in [Drachten]. Maar dat er nog geen locatiekeus is gemaakt, vinden veel fracties een gemiste kans. https://t.co/Yw4JBSLuRj;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 23:24;https://twitter.com/KloetStefan/status/1260319991599181826;+;comment;3;156;KloetStefan;156;0.7;;;RT @DeFriesland: Vandaag overhandigen we kaartensetjes aan al het verplegend personeel in ziekenhuizen en verzorgingshuizen in Friesland. @epkez deed dit vanmorgen in [@nijsmellinghe]! Bedankt zorgkanjers! #DagvandeVerpleging https://t.co/ig8kPSXxw5;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 22:06;https://twitter.com/DecramerH/status/1260300342245437443;+;comment;;;DecramerH;163;0.9;;;@yandhagri [@dewulf_group] Still goong on👌🏻;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 21:18;https://twitter.com/jhjmbenschop/status/1260288170073231361;+;comment;22;;jhjmbenschop;847;12.1;;;@Weirdje @AJTravaille @royfredicuspost [@_Smallingerland] Interessant dat ga ik morgen eens goed lezen, bedankt voor de linkjes!;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 21:14;https://twitter.com/Weirdje/status/1260287310228316161;;comment;22;;Weirdje;141;1.2;;;@jhjmbenschop @AJTravaille @royfredicuspost [@_Smallingerland] https://t.co/72GO4DGpoZ https://t.co/0srMxMaWTb 🙂;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 20:57;https://twitter.com/jhjmbenschop/status/1260283077168939008;+;comment;22;;jhjmbenschop;847;12.1;;;@AJTravaille @royfredicuspost @Weirdje [@_Smallingerland] Poe, heey ineens barst er een discussie los...  Waar verwijst [Smallingerland] naar? Is dat een streek gebonden naam dan of zo?  Ik woon hier nu al een aardig tijdje en ik best nieuwsgierig..maar snap niet waar de naam [Smallingerland] naar verwijst..🤔;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 20:53;https://twitter.com/HarmStuiver1/status/1260281948053872640;;comment;3;18;HarmStuiver1;18;0.8;;;RT @roelofS10S: Samen met @UnicaNL verbouwt @VanWijnenGroep de komende jaren het ziekenhuisgebouw van [@NijSmellinghe] in [Drachten]. Ook na aanvang van de corona-uitbraak gingen de bouwwerkzaamheden door. Meer weten? https://t.co/5SzSun7ycw #doorbouwers;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 20:51;https://twitter.com/AJTravaille/status/1260281453801340929;+;comment;22;;AJTravaille;103;4.1;;;@royfredicuspost @Weirdje [@_Smallingerland] @jhjmbenschop Een goede afweging is altijd het minste wat je van een bestuursorgaan kunt verwachten.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 20:50;https://twitter.com/royfredicuspost/status/1260281104197656576;-;comment;22;;royfredicuspost;222;1;;;@AJTravaille @Weirdje [@_Smallingerland] @jhjmbenschop Ja, de meeste van dit soort beslissingen worden besloten zonder draagvlak. Dat is stom, onhandig en een diskwalificatie van de inwoners. Als het goed is zijn er genoeg argumenten om te komen tot herindeling. En als dat niet het geval is moet je niet herindelen 🤓;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 20:47;https://twitter.com/AJTravaille/status/1260280499504898052;;comment;22;;AJTravaille;103;4.1;;;@royfredicuspost @Weirdje [@_Smallingerland] @jhjmbenschop Pechtold zei ooit dat het beter was dat alle Zeeuwse gemeenten met elkaar zouden fuseren. Dat kwam op felle protesten te staan. Haren werd bij Groningen gevoegd door Ollongren, verzet en de helft van de Harense D66 leden zei de partij vaarwel. Het draagvlak moet er wel voor zijn.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 20:44;https://twitter.com/royfredicuspost/status/1260279703321096192;;comment;22;;royfredicuspost;222;1;;;@AJTravaille @Weirdje [@_Smallingerland] @jhjmbenschop Ik rederneer vanuit algemeen belang. Je zult van mijn kant geen voorstel zien hoor 🙋🏼‍♂️;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 20:42;https://twitter.com/AJTravaille/status/1260279156065042432;+;comment;22;;AJTravaille;103;4.1;;;@royfredicuspost @Weirdje [@_Smallingerland] @jhjmbenschop Waarom moet daar( vanuit het zicht van [Smallingerland]) iets mee gebeuren? Als die kleinere gemeenten willen fuseren kloppen ze wel aan. Wij moeten geen grote boze wolf zijn die andere gemeenten annexeert. Zij moeten willen.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 20:38;https://twitter.com/royfredicuspost/status/1260278299512713217;;comment;22;;royfredicuspost;222;1;;;@AJTravaille @Weirdje [@_Smallingerland] @jhjmbenschop Eens, maar we hebben ook omringende gemeenten die kleiner zijn. Dus daar zul je ook iets mee moeten doen. Kan zijn dat bij beide keren de kosten stijgen, maar als raad heb je meer legitimatie als je geen GR hebt...;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 20:34;https://twitter.com/AJTravaille/status/1260277187292409856;+;comment;22;;AJTravaille;103;4.1;;;@royfredicuspost @Weirdje [@_Smallingerland] @jhjmbenschop Die toenemende kosten heb je ook als je gaat fuseren. Daarbij komt heeft een gemeente als Het Hogeland (net uit 4 gemeenten gefuseerd) 47.800 inwoners. [Smallingerland] heeft er 56.000. We kunnen als [Smallingerland] prima mee. We zijn geen kleintje.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 20:29;https://twitter.com/royfredicuspost/status/1260275993106952194;;comment;22;;royfredicuspost;222;1;;;@AJTravaille @Weirdje [@_Smallingerland] @jhjmbenschop Ja, klopt. Maar de vraag is of dat wenselijk is. Wethouders die meerdere (tegenstrijdige belangen moeten dienen), raadsleden die nauwelijks invloed hebben en kosten die alleen toenemen..;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 20:27;https://twitter.com/AJTravaille/status/1260275305840861184;;comment;22;;AJTravaille;103;4.1;;;@royfredicuspost @Weirdje [@_Smallingerland] @jhjmbenschop Voor die megaklussen bestaat de Wet Gemeenschappelijke Regelingen.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 20:24;https://twitter.com/royfredicuspost/status/1260274656432529408;;comment;22;;royfredicuspost;222;1;;;@AJTravaille @Weirdje [@_Smallingerland] @jhjmbenschop Er zijn meerdere argumenten voor en ook tegen. Soms kost het meer geld en soms juist minder. Ik zeg niet dat we nu moeten fuseren, maar misschien in de toekomst wel. Ik noem even omgevingswet, zorg en duurzaamheid. Dat zijn megaklussen, dat moet goed en niet half 😬;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 20:22;https://twitter.com/AJTravaille/status/1260274151052521472;;comment;22;;AJTravaille;103;4.1;;;@royfredicuspost @Weirdje [@_Smallingerland] @jhjmbenschop Waarom zouden wij moeten gaan fuseren? Als we te klein zijn om iets te doen, kunnen we op basis van de Wet gemeenschappelijke regelingen wel samenwerken met andere gemeenten. Fusies kosten meer geld dan het oplevert. https://t.co/GkyH41ev4k;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 20:21;https://twitter.com/Weirdje/status/1260273923217936387;-;comment;22;;Weirdje;141;1.2;;;@royfredicuspost @AJTravaille [@_Smallingerland] @jhjmbenschop Met die naam zou ik wel vrede hebben, zolang het maar geen gemeente [Drachten] wordt 😬;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 20:20;https://twitter.com/Weirdje/status/1260273701918060545;+;comment;22;;Weirdje;141;1.2;;;@royfredicuspost @AJTravaille [@_Smallingerland] @jhjmbenschop Laten we het hopen. Na (minimaal) twee keer mis, zou het toch wel een keer goed moeten gaan... 😉;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 20:15;https://twitter.com/royfredicuspost/status/1260272504033198080;;comment;22;;royfredicuspost;221;1;;;@AJTravaille @Weirdje [@_Smallingerland] @jhjmbenschop Gemeente De Fryske Wâlden zou perfect zijn icm met een fusie dan, maar dat is allemaal toekomstmuziek... Zou ik deze naam moeten vastleggen? 🧐;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 20:14;https://twitter.com/royfredicuspost/status/1260272091192078338;+;comment;22;;royfredicuspost;221;1;;;@Weirdje @AJTravaille [@_Smallingerland] @jhjmbenschop De geschiedenis van onze gemeente verandert echt niet als je de naam gaat veranderen, herkenbaarheid wel. Fusie zou op zich prima zijn, gezien de taken die op gemeenten afkomen. En dat bestuur wordt wel opgelost bij de eerstvolgende verkiezingen. 👍🏻;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 20:13;https://twitter.com/AJTravaille/status/1260271968886099969;;comment;22;;AJTravaille;103;4.1;;;@royfredicuspost @Weirdje [@_Smallingerland] @jhjmbenschop Landelijk is er nu juist een trend van gemeentenamen die niet verwijzen naar een plaats: Vijfheerenlanden, Eemsdelta, Hollands Kroon, Gooise Meren.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 20:08;https://twitter.com/Akcar/status/1260270717284896772;;comment;7;464;Akcar;464;2.2;;;RT [@nijsmellinghe]: ✨ Dag van de Zorg 👩‍⚕️ Vandaag verrasten @epkez en @DeFriesland ons en deelden setjes ansichtkaarten uit aan medewerkers. “In deze tijd wordt extra duidelijk hoe bijzonder het werk is dat jullie doen”, aldus Epke. Meer info: https://t.co/ZBKTvmzSCc #trots #dagvandezorg https://t.co/WJsHh1UeVa;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 20:05;https://twitter.com/Weirdje/status/1260269857016340482;+;comment;22;;Weirdje;140;1.2;;;@royfredicuspost @AJTravaille [@_Smallingerland] @jhjmbenschop Tja, geschiedenis om zeep helpen omwille van herkenbaarheid... 🤷🏻‍♂️. Kunnen we net zo goed met een andere gemeente fuseren, misschien krijgen we dan een bestuur wat blijft zitten. 🙂;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 20:01;https://twitter.com/royfredicuspost/status/1260268761489256450;+;comment;22;;royfredicuspost;221;1;;;@Weirdje @AJTravaille [@_Smallingerland] @jhjmbenschop Volgens mij is dat maar goed ook, stel je voor dat je als inwoner zit te wachten totdat de gemeente een andere naam krijgt😂. Minder gekscherend: een gemeente moet een herkenbare naam hebben en je kunt je afvragen of [Smallingerland] dat nu is... 👍🏻;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 18:03;https://twitter.com/EppieBouma/status/1260239185404989440;+;post;;124;EppieBouma;124;0.6;;;Was vanmiddag voor onderzoek bij radiologie ,een verpleegkundige geeft mij uitleg met #gebarentaal duidelijk en supergoed 👌! [#nijsmellinghe]     #dagvandeverpleegkundige;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 17:17;https://twitter.com/doornbosadvoc/status/1260227540632965120;;comment;7;1068;doornbosadvoc;1068;1.1;;;RT [@nijsmellinghe]: ✨ Dag van de Zorg 👩‍⚕️ Vandaag verrasten @epkez en @DeFriesland ons en deelden setjes ansichtkaarten uit aan medewerkers. “In deze tijd wordt extra duidelijk hoe bijzonder het werk is dat jullie doen”, aldus Epke. Meer info: https://t.co/ZBKTvmzSCc #trots #dagvandezorg https://t.co/WJsHh1UeVa;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 16:37;https://twitter.com/JorisVanDillen/status/1260217549352042497;;comment;7;4;JorisVanDillen;4;0.7;;;RT [@nijsmellinghe]: ✨ Dag van de Zorg 👩‍⚕️ Vandaag verrasten @epkez en @DeFriesland ons en deelden setjes ansichtkaarten uit aan medewerkers. “In deze tijd wordt extra duidelijk hoe bijzonder het werk is dat jullie doen”, aldus Epke. Meer info: https://t.co/ZBKTvmzSCc #trots #dagvandezorg https://t.co/WJsHh1UeVa;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 16:23;https://twitter.com/JannekeBron/status/1260213966753730560;+;comment;6;;JannekeBron;123;1.6;;;@grietjek1 @MinPres [@nijsmellinghe] Hast dyn bonus even ophelle 😆;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 16:14;https://twitter.com/adhofstra/status/1260211780753784834;;comment;7;5538;adhofstra;5538;7.9;;;RT [@nijsmellinghe]: ✨ Dag van de Zorg 👩‍⚕️ Vandaag verrasten @epkez en @DeFriesland ons en deelden setjes ansichtkaarten uit aan medewerkers. “In deze tijd wordt extra duidelijk hoe bijzonder het werk is dat jullie doen”, aldus Epke. Meer info: https://t.co/ZBKTvmzSCc #trots #dagvandezorg https://t.co/WJsHh1UeVa;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 16:12;https://twitter.com/grietjek1/status/1260211151104851971;+;comment;6;;grietjek1;61;0.6;;;@JannekeBron @MinPres [@nijsmellinghe] Super leuk gedaan!!;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 16:11;https://twitter.com/grietjek1/status/1260210984859435008;+;comment;6;61;grietjek1;61;0.6;;;RT @JannekeBron: Dag van de verpleging, we hebben zelfs @MinPres op bezoek!! Trots op onze collega’s in [@nijsmellinghe] https://t.co/XkBiaLssnL;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 16:02;https://twitter.com/DeFriesland/status/1260208636799959046;;comment;7;5685;DeFriesland;5685;1.7;;;RT [@nijsmellinghe]: ✨ Dag van de Zorg 👩‍⚕️ Vandaag verrasten @epkez en @DeFriesland ons en deelden setjes ansichtkaarten uit aan medewerkers. “In deze tijd wordt extra duidelijk hoe bijzonder het werk is dat jullie doen”, aldus Epke. Meer info: https://t.co/ZBKTvmzSCc #trots #dagvandezorg https://t.co/WJsHh1UeVa;twitter;
icdrachten OR nijsmellinghe OR r...;2020-05-12 15:04;https://twitter.com/NEBBIOLEAU/status/1260194144045223936;+;comment;3;405;NEBBIOLEAU;405;0.9;;;Samen met onze collega Ineke👍;twitter;
