query;date;url;sentiment;type;discussion length;views;author;followers;influence;GPS latitude;GPS longitude;message text;source;title
icdrachten OR nijsmellinghe OR r...;2019-10-21 21:35;https://twitter.com/gys22s/status/1186365518053330945;+;post;2;114;gys22s;114;0.7;;;Today Gemini-XH went in production. With the @XilinxInc VU37P shiny in the middle 😎. Can’t wait to put power on the board! [@ASTRON_NL] @CSIRO_ATNF @NewaysCareers. https://t.co/8NQU8yx2Vq;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-21 21:18;https://twitter.com/houkjer/status/1186361064063193089;;comment;4;1986;houkjer;1986;0.9;;;RT @VNONCWNoord: Op 6 november organiseren wij, samen met het netwerk Groene Groeiers en de vereniging @CirculairFRL, bij [Philips] [Drachten] een matchmaking bijeenkomst rondom 3 duurzame uitdagingen.   Meer informatie en aanmelding:  https://t.co/A6eCrGWbft https://t.co/c9jEP6WTUV;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-21 20:03;https://twitter.com/Ugge/status/1186342148121255936;+;comment;5;72;Ugge;72;1.1;;;RT @IVON_bv: Mooi, steeds beter opgeleide evenementenregelaars!#veiliheidvooralles #scholendienadenkenoverstudentenenveiligheid [@rocfriesepoort] @IVON_bv;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-21 19:16;https://twitter.com/edgarvisscher/status/1186330409061310466;+;comment;2;599;edgarvisscher;599;2.1;;;RT @ParkerBenelux: Parker delegatie aanwezig bij het 25-jarig jubileum van [@Ventura_Systems] bij @busworld in Brussel. Proficiat met jullie jubileum! En natuurlijk nog vele jaren succes in de buswereld!;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-21 19:16;https://twitter.com/ParkerBenelux/status/1186330306221150210;+;post;2;1133;ParkerBenelux;1133;0.8;;;Parker delegatie aanwezig bij het 25-jarig jubileum van [@Ventura_Systems] bij @busworld in Brussel. Proficiat met jullie jubileum! En natuurlijk nog vele jaren succes in de buswereld!;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-21 19:12;https://twitter.com/IVON_bv/status/1186329512906280960;+;comment;5;381;IVON_bv;381;0.6;;;Mooi, steeds beter opgeleide evenementenregelaars!#veiliheidvooralles #scholendienadenkenoverstudentenenveiligheid [@rocfriesepoort] @IVON_bv;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-21 19:04;https://twitter.com/EstherGimbrere/status/1186327525519179777;+;comment;5;80;EstherGimbrere;80;0.5;;;Goed bezig💪🏻[@rocfriesepoort] @IVON_bv;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-21 17:31;https://twitter.com/Ugge/status/1186304026545139712;;comment;5;72;Ugge;72;1.1;;;RT @IVON_bv: Net als andere jaren hebben wij afgelopen week de eerste groep studenten (schooljaar 2019-2020) van ROC Friese Poort weer de training Evenementenverkeersregelaar gevolgd. De komende periode gaan meer studenten deze training volgen! [@rocfriesepoort] @IVON_bv https://t.co/P6FSj9MzwW;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-21 17:11;https://twitter.com/peijin94/status/1186298923423600640;+;comment;2;;peijin94;25;0.5;;;@tammojan [@ASTRON_NL] Thank you Tamo😊;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-21 17:08;https://twitter.com/ICDrachten/status/1186298321234812928;;post;;409;ICDrachten;409;0.7;;;Burgemeester Jan Rijpstra en wethouder Robert Bakker van [@_Smallingerland] op werkbezoek bij ons bedrijvencluster maken kennis met augmented reality bij [@YP_YourPartner] met @theunprins https://t.co/HwPq3JILGl;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-21 16:21;https://twitter.com/IVON_bv/status/1186286418047459328;;post;5;381;IVON_bv;381;0.6;;;Net als andere jaren hebben wij afgelopen week de eerste groep studenten (schooljaar 2019-2020) van ROC Friese Poort weer de training Evenementenverkeersregelaar gevolgd. De komende periode gaan meer studenten deze training volgen! [@rocfriesepoort] @IVON_bv https://t.co/P6FSj9MzwW;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-21 15:23;https://twitter.com/tammojan/status/1186271704768745474;;comment;2;;tammojan;573;2;;;@peijin94 Welcome back at [@ASTRON_NL] !;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-21 14:19;https://twitter.com/streektaalradio/status/1186255697111080960;;post;;1123;streektaalradio;1123;0.6;;;"[@rocfriesepoort]  https://t.co/DW0UmeDSs3 Klaske de Wal en Jan Henk de Groot over hun nieuwe CD’s in STREEKTAAL RADIO  https://t.co/DW0UmeDSs3 Streektaal Radio live maandag 18.00 – 20.00 uur via; https://t.co/gSE0WexteF en https://t.co/x2kGMpWzpP";twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-21 11:42;https://twitter.com/ZiuZ_VI/status/1186216199501295616;;post;;83;ZiuZ_VI;83;0.8;;;What a way to start the #Marathon ice skating season: Marijke Groenewoud of Team [@ZiuZ_VI] wins the first race of the KPN Marathon Cup in Amsterdam! #Marathon #Iceskating #ZiuZ #Marathonschaatsen #kpnmarathoncup https://t.co/Fgys6gJr2p;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-21 08:40;https://twitter.com/FryskLab/status/1186170271415361537;;post;6;1103;FryskLab;1103;0.7;;;Het team van @FryskLab @wijzijnfers werkte de afgelopen weken samen met [@rocfriesepoort] op verschillende locaties aan challenges rondom CO2-neutrale ambities. Lees hier een verslag van deze sessies ⤵️  https://t.co/0aeXvp76ft  #bibliotheek #makered #mbo https://t.co/HmX22UiT4p;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-21 01:13;https://twitter.com/I_LOFAR/status/1186057806308433920;;comment;8;1650;I_LOFAR;1650;0.7;;;RT @pearse_cm: All set for a week of solar radio astronomy with @LOFAR and [@ASTRON_NL]  Myself, @ciara_a_maguire and @aoife_m_ryan representing @I_LOFAR https://t.co/lcz1gJ8jxB;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-20 23:52;https://twitter.com/RichardNap/status/1186037418685845505;+;comment;;;RichardNap;420;0.5;;;@jjvdeijk @Agrifoto [@dewulf_group] Mooi man! 👍🏻👍🏻👍🏻. @i_Pat81 @basbenders @Jannederhof @anjonap;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-20 23:46;https://twitter.com/DoedeVeltman/status/1186035946761969664;;comment;18;1155;DoedeVeltman;1155;4.5;;;RT @MelleVeltman: Hier mijn verslag van Festival B, waar ik leerde dat rode ui werkt tegen hooikoorts en dat je het @voedingscentrum niet moet vertrouwen omdat de directeur van @UnileverNL komt. En dat op kosten van [@_Smallingerland] en @provfryslan.  Oja, Jan Terlouw was er ook.  @kwakzalverij;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-20 23:45;https://twitter.com/MelleVeltman/status/1186035671586226176;;comment;18;261;MelleVeltman;261;122;;;Hier mijn verslag van Festival B, waar ik leerde dat rode ui werkt tegen hooikoorts en dat je het @voedingscentrum niet moet vertrouwen omdat de directeur van @UnileverNL komt. En dat op kosten van [@_Smallingerland] en @provfryslan.  Oja, Jan Terlouw was er ook.  @kwakzalverij;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-20 20:43;https://twitter.com/BoerEnWeer/status/1185989840027947009;;comment;2;425;BoerEnWeer;425;0.8;;;RT @Agrifoto: Innovators uit de natte klei vissen bij @jjvdeijk. De [@dewulf_group] Kwatro krijgt ze er wel uit. #Agrifoto #oogst19 https://t.co/arSSuu93Vm;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-20 19:18;https://twitter.com/Agrifoto/status/1185968434720526336;;post;2;4801;Agrifoto;4801;2.8;;;Innovators uit de natte klei vissen bij @jjvdeijk. De [@dewulf_group] Kwatro krijgt ze er wel uit. #Agrifoto #oogst19 https://t.co/arSSuu93Vm;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-20 18:55;https://twitter.com/CirculairFRL/status/1185962818580946944;;comment;4;1295;CirculairFRL;1295;4.6;;;RT @VNONCWNoord: Op 6 november organiseren wij, samen met het netwerk Groene Groeiers en de vereniging @CirculairFRL, bij [Philips] [Drachten] een matchmaking bijeenkomst rondom 3 duurzame uitdagingen.   Meer informatie en aanmelding:  https://t.co/A6eCrGWbft https://t.co/c9jEP6WTUV;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-20 18:53;https://twitter.com/EITHealth_nl/status/1185962252911951872;;comment;3;656;EITHealth_nl;656;0.8;;;RT @healthyageingeu: Vandaag staat de Gezonde Huiskamer bij Festival B in [Drachten], naast de @DeLawei . Doe de leefstijccheck en geef je mening over je leefomgeving. #MeerGezondeJaren #EIThealth @EITHealth_nl [@_Smallingerland] https://t.co/3mx56Zoqo5;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-20 17:53;https://twitter.com/RaPtajl/status/1185947220492902400;;comment;8;;RaPtajl;118;0.7;;;@diana_morosan @pearse_cm @LOFAR [@ASTRON_NL] @ciara_a_maguire @aoife_m_ryan @I_LOFAR Regards from ASTRON;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-20 17:52;https://twitter.com/RaPtajl/status/1185946987579019265;;comment;8;;RaPtajl;118;0.7;;;@diana_morosan @pearse_cm @LOFAR [@ASTRON_NL] @ciara_a_maguire @aoife_m_ryan @I_LOFAR https://t.co/k5DDkShgtf;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-20 17:51;https://twitter.com/RaPtajl/status/1185946665833975809;;comment;8;;RaPtajl;118;0.7;;;@diana_morosan @pearse_cm @LOFAR [@ASTRON_NL] @ciara_a_maguire @aoife_m_ryan @I_LOFAR Regards from ASTRON https://t.co/wpr3k3WzBw;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-20 17:00;https://twitter.com/Henk_Lukken/status/1185933866458144768;;comment;4;986;Henk_Lukken;986;1.5;;;RT @VNONCWNoord: Op 6 november organiseren wij, samen met het netwerk Groene Groeiers en de vereniging @CirculairFRL, bij [Philips] [Drachten] een matchmaking bijeenkomst rondom 3 duurzame uitdagingen.   Meer informatie en aanmelding:  https://t.co/A6eCrGWbft https://t.co/c9jEP6WTUV;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-20 16:53;https://twitter.com/VNONCWNoord/status/1185931929545101312;;post;4;4288;VNONCWNoord;4288;1;;;Op 6 november organiseren wij, samen met het netwerk Groene Groeiers en de vereniging @CirculairFRL, bij [Philips] [Drachten] een matchmaking bijeenkomst rondom 3 duurzame uitdagingen.   Meer informatie en aanmelding:  https://t.co/A6eCrGWbft https://t.co/c9jEP6WTUV;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-20 16:50;https://twitter.com/peijin94/status/1185931316753252354;;comment;8;;peijin94;25;0.6;;;@pearse_cm @LOFAR [@ASTRON_NL] @ciara_a_maguire @aoife_m_ryan @I_LOFAR Waiting for you at ASTRON guesthouse;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-20 15:24;https://twitter.com/pearse_cm/status/1185909561301127168;+;comment;8;;pearse_cm;242;0.7;;;@diana_morosan @LOFAR [@ASTRON_NL] @ciara_a_maguire @aoife_m_ryan @I_LOFAR Totally forgot you'd be here too! Looks like this will be a very @I_LOFAR dominated meeting indeed :);twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-20 15:11;https://twitter.com/diana_morosan/status/1185906270869610497;+;comment;8;;diana_morosan;274;0.7;;;@pearse_cm @LOFAR [@ASTRON_NL] @ciara_a_maguire @aoife_m_ryan @I_LOFAR See you all soon :);twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-20 12:22;https://twitter.com/daanbultje/status/1185863768040980480;;comment;3;2793;daanbultje;2793;3.6;;;RT @healthyageingeu: Vandaag staat de Gezonde Huiskamer bij Festival B in [Drachten], naast de @DeLawei . Doe de leefstijccheck en geef je mening over je leefomgeving. #MeerGezondeJaren #EIThealth @EITHealth_nl [@_Smallingerland] https://t.co/3mx56Zoqo5;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-20 12:02;https://twitter.com/healthyageingeu/status/1185858858062942208;;post;3;2473;healthyageingeu;2473;3.8;;;Vandaag staat de Gezonde Huiskamer bij Festival B in [Drachten], naast de @DeLawei . Doe de leefstijccheck en geef je mening over je leefomgeving. #MeerGezondeJaren #EIThealth @EITHealth_nl [@_Smallingerland] https://t.co/3mx56Zoqo5;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-20 11:54;https://twitter.com/pearse_cm/status/1185856877818765312;;post;8;242;pearse_cm;242;0.7;;;All set for a week of solar radio astronomy with @LOFAR and [@ASTRON_NL]  Myself, @ciara_a_maguire and @aoife_m_ryan representing @I_LOFAR https://t.co/lcz1gJ8jxB;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-20 11:31;https://twitter.com/caseofdees/status/1185851092770476032;+;comment;352;7033;caseofdees;7033;43.8;;;Mooi gezegd, @dseastermar;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-20 11:27;https://twitter.com/dseastermar/status/1185850033905819649;;comment;352;;dseastermar;1675;6.7;;;@SGeysenbergh @janvesseur @caseofdees @ingevdln @Ilse_Degreef @HVandenneucker @JeroenSchoenm @BOVYN @theharleydoc @vanranstmarc @JongDomus Bottom line van medisch beleid [@nijsmellinghe] was voor mij dat oncoloog regie had en ik ongeinformeerd kon toekijken, en dat ik op kruispunten @cancercenterumc o.a. via patiënt dossier mee kan denken en eigen situatie beter begrijp, o ja zonder consult loopt er niks;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-20 11:18;https://twitter.com/caseofdees/status/1185847727898402817;+;comment;352;7033;caseofdees;7033;43.8;;;RT @dseastermar: @janvesseur @caseofdees @SGeysenbergh @ingevdln @Ilse_Degreef @HVandenneucker @JeroenSchoenm @BOVYN @theharleydoc @vanranstmarc @JongDomus @cancercenterumc mag ik wel real time kiijken, [@nijsmellinghe] niet: drie keer raden waar het arts - patiënt contact het beste is😃;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-20 11:17;https://twitter.com/dseastermar/status/1185847616510349312;+;comment;352;;dseastermar;1675;6.7;;;@janvesseur @caseofdees @SGeysenbergh @ingevdln @Ilse_Degreef @HVandenneucker @JeroenSchoenm @BOVYN @theharleydoc @vanranstmarc @JongDomus @cancercenterumc mag ik wel real time kiijken, [@nijsmellinghe] niet: drie keer raden waar het arts - patiënt contact het beste is😃;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-20 11:07;https://twitter.com/NL_Space/status/1185844951227211776;;comment;2;2426;NL_Space;2426;2.3;;;RT @LunarZebro: See a live demo of the World's Smallest & Lightest Interplanetary Rover ever built by students at  @IAC2019DC  -  @NL_Space Booth 487!  @tudelft @TUDelftDRI @pinXact @technolutionbv @TUeindhoven @vali_space [@ASTRON_NL] @StellarSpaceInd @infoarceonnl1 @radiotelescoop #IAC2019 https://t.co/8H00nMfioj;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-20 09:18;https://twitter.com/JaapvanBruggen2/status/1185817634421522434;;comment;3;44;JaapvanBruggen2;44;0.7;;;RT @CirculairFRL: Onze nieuwe website biedt een podium aan Friese circulaire #succesverhalen. Die delen we graag met je! We trappen af met de thuisbasis voor de opleidingen #Uniformberoepen van [@rocfriesepoort] in #Leeuwarden​: #circulair gebouwd én 100% #energieneutraal. 👉 https://t.co/h351KFBzYp https://t.co/Imax8kfse3;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-19 17:31;https://twitter.com/JohanMagre28/status/1185579344787316736;;comment;10;;JohanMagre28;573;2.4;;;@ronvanderleck [@_Smallingerland] Graag, idem omgekeerd!;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-19 16:55;https://twitter.com/yv53/status/1185570162369585152;;comment;4;182;yv53;182;0.7;;;RT @remco_meijerink: Aanwezig bij de opening van de nieuwe expositie van @FriesMuseum: Wij Vikingen. Met replica van Vikingschip uit Roskilde gebouwd door studenten [@rocfriesepoort]. Komt dat zien. Vakmanschap! https://t.co/bRVROXgF6C;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-19 16:37;https://twitter.com/ronvanderleck/status/1185565589076611074;+;comment;10;;ronvanderleck;286;0.7;;;@JohanMagre28 [@_Smallingerland] Je bent altijd van harte welkom in [Smallingerland] om het over dit onderwerp te hebben Johan! :);twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-19 14:57;https://twitter.com/JohanMagre28/status/1185540451614580737;-;comment;10;;JohanMagre28;573;2.4;;;@ronvanderleck [@_Smallingerland] Wij kiezen ook voor groen en duurzaamheid, maar blijkbaar interpreteren wij dat anders. Praat maar eens mer de bewoners van Earnewald, Warten en Grou. Jammer dat wij ook voor de eerste keer via een tweet moeten communiceren met elkaar. Nota bene buurgemeenten.;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-19 14:19;https://twitter.com/ronvanderleck/status/1185530909476507649;;comment;10;;ronvanderleck;286;0.7;;;@JohanMagre28 [@_Smallingerland] Tja, [Smallingerland] kijkt vooruit, kiest voor duurzaamheid, veiligheid en werkgelegenheid!;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-19 08:52;https://twitter.com/JohanMagre28/status/1185448639575089153;;comment;10;;JohanMagre28;573;2.2;;;@WimEilering [@_Smallingerland] Visie? Ambitie? Onverantwoord zulke gigantische bedragen toe te zeggen als je niet eens je eigen begroting sluitend kan maken en forse tekorten hebt. En inderdaad hebben wij ene andere visie op de vaarweg.;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-19 08:46;https://twitter.com/WimEilering/status/1185447187708370944;;comment;10;;WimEilering;860;0.5;;;@JohanMagre28 [@_Smallingerland] Wat wil je zeggen met 'tja' ? Is het ongeloof dat [Smallingerland] samen met de ondernemers  visie en ambitie toont terwijl de raad van Leeuwarden het eigen college de opdracht heeft gegeven om de vaarweg naar [Drachten] te blokkeren?;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 22:25;https://twitter.com/Dondeilago/status/1185290883253657602;+;comment;4;203;Dondeilago;203;1.1;;;Prachtig werk!!;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 22:15;https://twitter.com/remco_meijerink/status/1185288255438233605;;post;4;738;remco_meijerink;738;2.5;;;Aanwezig bij de opening van de nieuwe expositie van @FriesMuseum: Wij Vikingen. Met replica van Vikingschip uit Roskilde gebouwd door studenten [@rocfriesepoort]. Komt dat zien. Vakmanschap! https://t.co/bRVROXgF6C;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 21:33;https://twitter.com/MaartenNoordho1/status/1185277648152350720;;comment;10;423;MaartenNoordho1;423;1.1;;;RT @JohanMagre28: Twee nieuwsberichten vandaag over het kasboekje van  [@_Smallingerland]. Negen miljoen in een vaarweg willen investeren, (door een natuurgebied), waarvan de haalbaarheid maar zeer twijfelachtig is en ondertussen de begroting niet sluitend kunnen krijgen. Tsja.... https://t.co/RMsYspvcCU;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 21:32;https://twitter.com/MaartenNoordho1/status/1185277583312773120;+;comment;2;423;MaartenNoordho1;423;1.1;;;RT @jwuite: https://t.co/YiROcdGfMi Wauw! [@_Smallingerland] goed voorbeeld doet goed volgen?;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 20:35;https://twitter.com/jwuite/status/1185263148061904901;+;post;2;246;jwuite;246;2.6;;;https://t.co/YiROcdGfMi Wauw! [@_Smallingerland] goed voorbeeld doet goed volgen?;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 19:59;https://twitter.com/JohanMagre28/status/1185254172356202496;;post;10;571;JohanMagre28;571;2.5;;;Twee nieuwsberichten vandaag over het kasboekje van  [@_Smallingerland]. Negen miljoen in een vaarweg willen investeren, (door een natuurgebied), waarvan de haalbaarheid maar zeer twijfelachtig is en ondertussen de begroting niet sluitend kunnen krijgen. Tsja.... https://t.co/RMsYspvcCU;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 19:13;https://twitter.com/houkjer/status/1185242398986833922;;comment;3;1986;houkjer;1986;1;;;RT @CirculairFRL: Onze nieuwe website biedt een podium aan Friese circulaire #succesverhalen. Die delen we graag met je! We trappen af met de thuisbasis voor de opleidingen #Uniformberoepen van [@rocfriesepoort] in #Leeuwarden​: #circulair gebouwd én 100% #energieneutraal. 👉 https://t.co/h351KFBzYp https://t.co/Imax8kfse3;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 17:31;https://twitter.com/NL_Space/status/1185216865523642372;;comment;10;2424;NL_Space;2424;2;;;RT @LunarZebro: See a live demo of the World's Smallest & Lightest Interplanetary Rover ever built by students at @IAC2019DC  - @NL_Space Booth 487!  @tudelft @AETUDelft @TUDelftDRI @pinXact @technolutionbv @TUeindhoven @vali_space [@ASTRON_NL] @StellarSpaceInd @infoarceonnl1 @radiotelescoop @GTM https://t.co/Zkg5xmmjaw;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 17:26;https://twitter.com/AETUDelft/status/1185215549237796865;;comment;10;1958;AETUDelft;1958;2.2;;;RT @LunarZebro: See a live demo of the World's Smallest & Lightest Interplanetary Rover ever built by students at @IAC2019DC  - @NL_Space Booth 487!  @tudelft @AETUDelft @TUDelftDRI @pinXact @technolutionbv @TUeindhoven @vali_space [@ASTRON_NL] @StellarSpaceInd @infoarceonnl1 @radiotelescoop @GTM https://t.co/Zkg5xmmjaw;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 17:08;https://twitter.com/Emami609/status/1185210947494993921;;comment;10;7;Emami609;7;0.7;;;RT @LunarZebro: See a live demo of the World's Smallest & Lightest Interplanetary Rover ever built by students at @IAC2019DC  - @NL_Space Booth 487!  @tudelft @AETUDelft @TUDelftDRI @pinXact @technolutionbv @TUeindhoven @vali_space [@ASTRON_NL] @StellarSpaceInd @infoarceonnl1 @radiotelescoop @GTM https://t.co/Zkg5xmmjaw;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 17:00;https://twitter.com/zorgbelangfrl/status/1185209059139608577;;post;;1544;zorgbelangfrl;1544;3.6;;;[@nijsmellinghe], @KetenzorgFRL en Zorgelang Fryslân behaalden onlangs het basiscertificaat 'Werken met positieve gezondheid'. Werken vanuit de mensen zelf en wat hun leven betekenisvol maakt.  Samen werken we aan betere zorg. Want: Zorg kan altijd beter. https://t.co/RrFN1uefXa;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 16:27;https://twitter.com/HetIsKerstMan/status/1185200763317952512;;comment;4;;HetIsKerstMan;557;11.2;;;@OmropNijs Misschien dan die 15 miljoen van eerder vanmiddag weet even terugvragen [@_Smallingerland];twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 16:24;https://twitter.com/impulsewebdesig/status/1185199871759978496;+;post;;132;impulsewebdesig;132;0.6;;;Supertrots op 'mijn' studenten van [@rocfriesepoort]! Winnaars van de  @bots_050 technische prijs met een opdracht van @wearespindle. #BOTS2019 https://t.co/HYr1xvAhyr;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 15:38;https://twitter.com/ASTRON_NL/status/1185188355102990337;;comment;10;4601;ASTRON_NL;4601;5.2;;;ASTRON is at the #AIC2019, booth 487, @NL_Space! Come see the live demo of a lunar rover built by @TUDelft students!;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 15:33;https://twitter.com/ArashNoroozi/status/1185187240126898176;;comment;10;67;ArashNoroozi;67;0.7;;;RT @LunarZebro: See a live demo of the World's Smallest & Lightest Interplanetary Rover ever built by students at @IAC2019DC  - @NL_Space Booth 487!  @tudelft @AETUDelft @TUDelftDRI @pinXact @technolutionbv @TUeindhoven @vali_space [@ASTRON_NL] @StellarSpaceInd @infoarceonnl1 @radiotelescoop @GTM https://t.co/Zkg5xmmjaw;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 15:32;https://twitter.com/pinXact/status/1185186891953512448;;comment;10;9;pinXact;9;0.8;;;RT @LunarZebro: See a live demo of the World's Smallest & Lightest Interplanetary Rover ever built by students at @IAC2019DC  - @NL_Space Booth 487!  @tudelft @AETUDelft @TUDelftDRI @pinXact @technolutionbv @TUeindhoven @vali_space [@ASTRON_NL] @StellarSpaceInd @infoarceonnl1 @radiotelescoop @GTM https://t.co/Zkg5xmmjaw;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 15:14;https://twitter.com/LunarZebro/status/1185182260837924867;;post;2;111;LunarZebro;111;1;;;See a live demo of the World's Smallest & Lightest Interplanetary Rover ever built by students at  @IAC2019DC  -  @NL_Space Booth 487!  @tudelft @TUDelftDRI @pinXact @technolutionbv @TUeindhoven @vali_space [@ASTRON_NL] @StellarSpaceInd @infoarceonnl1 @radiotelescoop #IAC2019 https://t.co/8H00nMfioj;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 15:07;https://twitter.com/TUDelftDRI/status/1185180659431739392;;comment;10;2393;TUDelftDRI;2393;0.7;;;RT @LunarZebro: See a live demo of the World's Smallest & Lightest Interplanetary Rover ever built by students at @IAC2019DC  - @NL_Space Booth 487!  @tudelft @AETUDelft @TUDelftDRI @pinXact @technolutionbv @TUeindhoven @vali_space [@ASTRON_NL] @StellarSpaceInd @infoarceonnl1 @radiotelescoop @GTM https://t.co/Zkg5xmmjaw;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 15:03;https://twitter.com/LunarZebro/status/1185179567520133121;;comment;10;;LunarZebro;111;1;;;@IAC2019DC @NL_Space @tudelft @AETUDelft @TUDelftDRI @pinXact @technolutionbv @TUeindhoven @vali_space [@ASTRON_NL] @StellarSpaceInd @infoarceonnl1 @radiotelescoop @gtm #IAC2019;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 15:01;https://twitter.com/Delft_Heroes/status/1185179215802568704;;comment;10;32;Delft_Heroes;32;0.7;;;RT @LunarZebro: See a live demo of the World's Smallest & Lightest Interplanetary Rover ever built by students at @IAC2019DC  - @NL_Space Booth 487!  @tudelft @AETUDelft @TUDelftDRI @pinXact @technolutionbv @TUeindhoven @vali_space [@ASTRON_NL] @StellarSpaceInd @infoarceonnl1 @radiotelescoop @GTM https://t.co/Zkg5xmmjaw;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 15:01;https://twitter.com/LunarZebro/status/1185179127684485120;;post;10;111;LunarZebro;111;1;;;See a live demo of the World's Smallest & Lightest Interplanetary Rover ever built by students at @IAC2019DC  - @NL_Space Booth 487!  @tudelft @AETUDelft @TUDelftDRI @pinXact @technolutionbv @TUeindhoven @vali_space [@ASTRON_NL] @StellarSpaceInd @infoarceonnl1 @radiotelescoop @GTM https://t.co/Zkg5xmmjaw;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 14:24;https://twitter.com/ZiuZ_VI/status/1185169856896950275;;post;;83;ZiuZ_VI;83;0.8;;;Yesterday, [@ZiuZ_VI] presented its marathon ice skating teams for the season 2019/2020. Afterwards, both teams organized an ice skating clinic for the attendees. The evening was capped off by an inspirational speech by Jillert Anema! #ZiuZ #Marathon #Iceskating https://t.co/bvY0q5E1vZ;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 14:24;https://twitter.com/MarielleTweets/status/1185169857177903104;;comment;2;;MarielleTweets;424;1.9;;;@coloriet [@rocfriesepoort] Toitoitoi;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 14:24;https://twitter.com/CirculairFRL/status/1185169675078029312;;post;3;1294;CirculairFRL;1294;4.7;;;Onze nieuwe website biedt een podium aan Friese circulaire #succesverhalen. Die delen we graag met je! We trappen af met de thuisbasis voor de opleidingen #Uniformberoepen van [@rocfriesepoort] in #Leeuwarden​: #circulair gebouwd én 100% #energieneutraal. 👉 https://t.co/h351KFBzYp https://t.co/Imax8kfse3;twitter;
