"","Id","views","influence","followers"
"1","_bemiles",66,0.8,66
"2","_cdeboer",89,1.3,89
"3","_imaintain_",759,1.6,759
"4","_janjelle",1612,3.5,1612
"5","_jjdewit",240.6,0.66,240.6
"6","_marceljonker_",363,0.7,363
"7","_marjolein_b",272,13.1,272
"8","_nikhef",3026,1.3,3026
"9","_royaleve_",702,1.4,702
"10","_smallingerland",4151.71428571429,3.07142857142857,4151.71428571429
"11","_tmln",68,3.3,68
"12","_zero_e_",1334,1.1,1334
"13","10ebean",197.375,0.6625,197.375
"14","112groningennl",18798,1.5,18798
"15","112martine",177,0.7,177
"16","112regioflits",1971,2.3,1971
"17","1234henksissing",1278,1,1278
"18","1967woman",124.166666666667,0.913888888888889,124.166666666667
"19","197winstonsmith",3663,3.8,3663
"20","1aletheia1",106,0.8,106
"21","2016_nature",95,0.7,95
"22","2019phdday",211,0.8,211
"23","22venice",305,1.2,305
"24","31jet31",116,0.8,116
"25","3rdeden",2764,0.6,2764
"26","400musea2015",1024,1.1,1024
"27","5groningen",638.208333333333,2.2125,638.208333333333
"28","5maeike",185,1.6,185
"29","70vrij",183,1.2,183
"30","777777710",816,1.56923076923077,816
"31","a_huit",56,0.8,56
"32","a_schoenmakers",113,0.675,113
"33","a2z_interactive",1859,0.7,1859
"34","aafkepostma",1100.16666666667,2.08333333333333,1100.16666666667
"35","aaltsjemeindert",528,0.8,528
"36","aanzetcoaching",54,1,54
"37","aas_office",4332,1.2,4332
"38","aaw_darmstadt",1686,0.7,1686
"39","ab_bles",261,0.7,261
"40","abakker28",443,2,443
"41","abelreitsma",257,1.6,257
"42","abemec",2087,1,2087
"43","abemecflevoland",1281.73913043478,1.4,1281.73913043478
"44","abigailstev",2421,0.7,2421
"45","abluejeans",159,0.8,159
"46","abombarend",106,1.9,106
"47","abpaasloo",565,0.8,565
"48","abrianbichanga",40,0.5,40
"49","absiloli",48.25,0.8,48.25
"50","academictrnsfr",11721,1,11721
"51","accoladenl",1937,3.9,1937
"52","acherontiadex",2119,2.2,2119
"53","achtkarspelen",4509,4,4509
"54","actieleer",518,4.67142857142857,518
"55","actiepieten",254,3.4,254
"56","adamklezmer",2340,1,2340
"57","addydezeeuw",1393,0.8,1393
"58","addyrutgers",739.625,12.6875,739.625
"59","adenneboom",52,2.1,52
"60","aderapper",1407,1.2,1407
"61","adfaasse",189,1.1,189
"62","adfreetalkradio",1784,0.7,1784
"63","adhofstra",5554.6,4.62,5554.6
"64","adjee96",1016.5,0.4,1016.5
"65","adriaanluistert",216,1.9,216
"66","adriaanpals",1053,2.2,1053
"67","adrianprw",2549,0.8,2549
"68","adriencoffinet",973,0.7,973
"69","advdmeulen",245,1.7,245
"70","aetherealaura",307,1.9,307
"71","aetudelft",1958,2.2,1958
"72","ageethnijboer",356,4.7,356
"73","ageethstrijker",105,1.4,105
"74","agfnl",8469,0.8,8469
"75","agnesmuldercda",10826.3333333333,3.03333333333333,10826.3333333333
"76","agnesschilder",436,1.2,436
"77","agreving",78,2.6,78
"78","agrifoto",4809.25,2.6,4809.25
"79","agrofoodcluster",334,2,334
"80","agrotechniek",1911,1.1,1911
"81","ahdelange",1915,0.7,1915
"82","ahhonings",681,11.2,681
"83","ahrisseeuw",1981.33333333333,1.73333333333333,1981.33333333333
"84","aieahengelo",187,1.9,187
"85","aisevanbeets",1792.15,2.61,1792.15
"86","ajschep",120,1.7,120
"87","akcar",463.880952380952,1.50952380952381,463.880952380952
"88","akdm_bot",1556.875,0.7,1556.875
"89","akkertweet",3839.13043478261,2.80869565217391,3839.13043478261
"90","akootstra",607.363636363636,0.7,607.363636363636
"91","aksemedia",495,1.2,495
"92","alalesss",4,1.7,4
"93","alastair_tws",1074,3.3,1074
"94","albaleon_",197,0.7,197
"95","albedazorg",231.941176470588,1.48823529411765,231.941176470588
"96","alberdine",2091,2.5,2091
"97","alberthav",236,0.8,236
"98","albertvcu",1107,2.3,1107
"99","albrechtkok",426.666666666667,0.7,426.666666666667
"100","alcoliest",136,1.4,136
"101","aldertvdschaaf",4337,2.5,4337
"102","alefdekker",2076,1.2,2076
"103","alexiskhui",1722,0.7,1722
"104","alexvannetten",365,6.9,365
"105","alfons03",78.8888888888889,0.966666666666667,78.8888888888889
"106","alfredbolks",236,0.8,236
"107","alfreddijkstra",109,0.6,109
"108","alfredeilering",150,0.6,150
"109","alicevsteenwijk",340,0.9,340
"110","aliebrinks",88,0.5,88
"111","aliekehofland",110,0.7,110
"112","alieshoitsma",299,0.7,299
"113","alinadeb",104,0.7,104
"114","aljovl",1064,1.43333333333333,1064
"115","alleswaterstof",203,2.1,203
"116","allinthegutter",926,0.6,926
"117","allsportsnapper",1771,2.1,1771
"118","alphonsius13",135,1.2,135
"119","althuis159",16,0.7,16
"120","altjrg",23,0.7,23
"121","alyfeenstrapau1",38,0.8,38
"122","amandamkramer",12.8,0.68,12.8
"123","amarinswijma",668,1.9,668
"124","ambulancezorggr",2289,5.3,2289
"125","ampieters",479,0.6,479
"126","amsfraneker",1080,0.5,1080
"127","amthvreman",786,1.8,786
"128","and_botteon",216.142857142857,1.8,216.142857142857
"129","andrea_devries",452,6,452
"130","andreadeltion",39,0.6,39
"131","andreavangemst",84,0.6,84
"132","andrevandelft",9060,12.3,9060
"133","andrevanes",1773.75,7.65,1773.75
"134","andrewjamesg",301,0.8,301
"135","andrewzimolzak",660,0.8,660
"136","andriesekhart",2054.33333333333,0.833333333333333,2054.33333333333
"137","angelfrouk",551,1.1,551
"138","anita_betten",354,6.1,354
"139","anja_vink",5430,30.8,5430
"140","anjahaga",2184.5,4.2,2184.5
"141","anjamekenkamp",702.333333333333,6.26666666666667,702.333333333333
"142","anjaprent1970",878.444444444444,9.65555555555556,878.444444444444
"143","ankob1985",19,0.8,19
"144","anna_anneke",500,0.6,500
"145","anna_ziekenhuis",7690,2.7,7690
"146","annabelle1young",103.823529411765,0.858823529411765,103.823529411765
"147","annafrancina",402,0.8,402
"148","annasibma",301,0.614285714285714,301
"149","anndouwsma",190,1.6,190
"150","anneke_bosch",70,0.8,70
"151","annekejacobi",110,0.9,110
"152","annekelips",115.571428571429,1.65714285714286,115.571428571429
"153","annekuik",4625,4,4625
"154","annemariebor",762,2.4,762
"155","annemarieheite",6454,17.9,6454
"156","annemarievln",148,0.7,148
"157","annemarievtw",2597,1.5,2597
"158","annemieks_life",337,2.5,337
"159","annewillucas",9828.41666666667,2.85,9828.41666666667
"160","anrykd",985,2.24444444444444,985
"161","ansemspa",263,0.7,263
"162","anshaagsma",200,0.8,200
"163","anshusingh628",88,0.6,88
"164","anthonyavisser",735,1.1,735
"165","anthonysc6",1832.75,1.475,1832.75
"166","antoinettemeys",185,1.6,185
"167","antonia_r",29.1428571428571,0.671428571428571,29.1428571428571
"168","antoniebinneman",473,0.7,473
"169","antonmeijerman",265.142857142857,0.671428571428571,265.142857142857
"170","antonvandongen1",39.8666666666667,2.16666666666667,39.8666666666667
"171","anuga_audu",186,0.7,186
"172","aoife_m_ryan",342,0.7,342
"173","aor___ar3oo0odx",529,0.8,529
"174","aotgroningen",49,1.7,49
"175","apaardekooper",1765,0.7,1765
"176","aphgroup",609,0.6,609
"177","apitong256",21,0.7,21
"178","arashnoroozi",67,0.7,67
"179","arc_astro3d",778,0.7,778
"180","archi_makelaar",481,0.7,481
"181","ardeshuis",1144,16,1144
"182","arieknr",104,0.7,104
"183","arievanos1",1212,1,1212
"184","arjanklein",921,1.7,921
"185","arjanvdhoogen",994.6,0.74,994.6
"186","arjanwoertink",393,0.7,393
"187","arjen_ijtsma",0,0.6,0
"188","arjenronner",690,1.6,690
"189","arniehill11",192,0.9,192
"190","arnoldbloem",853,0.6,853
"191","artinspector",521.666666666667,18,521.666666666667
"192","asclnet",713,0.7,713
"193","asijtsma",29,2.6,29
"194","asmi_ari",882,0.7,882
"195","assencitypromot",2204,1,2204
"196","astommels",2028.66666666667,1.23333333333333,2028.66666666667
"197","astridpoot",2535,5.5,2535
"198","astridschat",754,2.9,754
"199","astridtuinder",78,0.7,78
"200","astro_biscuit",135,0.8,135
"201","astro_comms",64,0.8,64
"202","astro_ec",140,2.5,140
"203","astro_kimager",2,0.6,2
"204","astro_minh",191,0.7,191
"205","astroant",346.545454545455,0.827272727272727,346.545454545455
"206","astrocanada",1438,0.8,1438
"207","astrogin",791,1.4,791
"208","astroholbrook",3069,0.9,3069
"209","astroinformatix",343,0.5,343
"210","astrojairo",197,0.8,197
"211","astrojoec",814.305084745763,1.52033898305085,814.305084745763
"212","astrokev_42",86,0.725,86
"213","astromeg",3603,0.6,3603
"214","astron_nl",4589.88253012048,7.78373493975904,4589.88253012048
"215","astronomienl",2073.01515151515,2.66818181818182,2073.01515151515
"216","astronomy_stars",850,1.5,850
"217","astronomyontap",2867,0.7,2867
"218","astrophiz",1711.46666666667,5,1711.46666666667
"219","astrosoof",6,0.7,6
"220","astrostewey",646,0.8,646
"221","astrostijn",403.888888888889,0.611111111111111,403.888888888889
"222","attjemeekma",1193.33333333333,6.26666666666667,1193.33333333333
"223","atulbutte",23862,5.3,23862
"224","aukefeitsma",541.545454545455,1.20909090909091,541.545454545455
"225","aukelien28",345,4.4,345
"226","aukelienjellema",931,3.1,931
"227","aukeoosterhoff",55,0.6,55
"228","aukew",1592.5,8.1,1592.5
"229","aukjevdmolen",295.125,1.3,295.125
"230","avantium",1472,0.7,1472
"231","avanweperen",412,0.7,412
"232","avdwerk",90.75,0.7125,90.75
"233","aventus",1563.66037735849,0.852830188679245,1563.66037735849
"234","avisbeek",21,0.8,21
"235","aweusthof",212,0.3,212
"236","axiansnl",1307,1.3,1307
"237","ayrienie",381,1.9,381
"238","azsciencecomm",2345,0.8,2345
"239","baarstweet",147,0.8,147
"240","baaypieter",309.571428571429,1.24285714285714,309.571428571429
"241","baba_yagaaaa",226,1.2,226
"242","bakker156",2246.83333333333,2.33333333333333,2246.83333333333
"243","bakker3thalens",120,0.7,120
"244","balangereis",170,1.5,170
"245","balbella",994,0.7,994
"246","bangmakitty",263.571428571429,3.1,263.571428571429
"247","barbrab",495.857142857143,1.85714285714286,495.857142857143
"248","barin_moon",2452,0.7,2452
"249","barkinka1",6775,0.3,6775
"250","bartagro",302.357142857143,1.53571428571429,302.357142857143
"251","bartenem",351,1.2,351
"252","basvantilburg",112,0.6,112
"253","batamigo",396,1.9,396
"254","bayu_j_w",34,2.4,34
"255","bbbhost",996.875,0.725,996.875
"256","bcdrachten1962",306,0.7,306
"257","bcuitgevers",246,0.8,246
"258","bdejongmedembli",304,3.6,304
"259","bdorminey",1092,0.7,1092
"260","beaschepel",359,0.8,359
"261","beauwoods",5943,0.7,5943
"262","bedrkringurk",1913,0.6,1913
"263","beeldzoeker",382,5,382
"264","bejozaden",2549.14285714286,2.6,2549.14285714286
"265","belindafallaux",2589,7.6,2589
"266","bendejager",1386,5.75,1386
"267","benjaminderksen",1251,2,1251
"268","benneholwerda",2235,0.625,2235
"269","berbal65",31,1.4,31
"270","berhin1h",165,0.6,165
"271","bernard_ben",400,0.7,400
"272","bernard_elly",98,0.7,98
"273","bernardfransen",453.307692307692,0.561538461538462,453.307692307692
"274","berndjager",616,0.9,616
"275","bernetteke",198,0.4,198
"276","bersto15",133,1.5,133
"277","bert5611",77,3.8,77
"278","bertbeun",1855,0.7,1855
"279","bertnederveen",1489,4.2,1489
"280","bertvanduinen",175,2.5,175
"281","bertwijnsma",1777.2,0.7,1777.2
"282","beterdichtbij",890,5.3,890
"283","betseeeey",157.307692307692,1.27692307692308,157.307692307692
"284","betsy16081",55,3.2,55
"285","bettykinggersee",57.25,1.1,57.25
"286","bettypvda",496,0.6,496
"287","bexysiggetje",29.3333333333333,0.7,29.3333333333333
"288","bf39b238e89149f",49,0.6,49
"289","bg2bhc",1314.3,1.03,1314.3
"290","biancabosma",165.111111111111,0.744444444444444,165.111111111111
"291","biancaprins",3165,8,3165
"292","biancarutjes",788.555555555556,3.98333333333333,788.555555555556
"293","biekstra72",82,0.5,82
"294","big_idia",304.5,0.825,304.5
"295","bijzonderheid",181.615384615385,2.4,181.615384615385
"296","bildunghbo",38.8,3.66,38.8
"297","bindertklooster",426.294117647059,1.84705882352941,426.294117647059
"298","birdutterance",583.5,3.15,583.5
"299","birgitweet",457,1.37142857142857,457
"300","birkeuden",331,1.8,331
"301","bitteamwv",434,1.5,434
"302","blaet",269,0.6,269
"303","bleekerk",2213.5,3.8,2213.5
"304","blizzard_wuffy",2024,0.6,2024
"305","bloemoen",159,0.8,159
"306","blont63",561,1.5,561
"307","bluemoo00006287",1,0.8,1
"308","bluetfoto",140.5,0.7,140.5
"309","bmfadvise",151.666666666667,0.755555555555556,151.666666666667
"310","bmijland",1748,3.9,1748
"311","bmv_pereira",57,0.7,57
"312","bnlrn",1081,1.8,1081
"313","bobadilla_1975",138,0.7,138
"314","bobbergsma",1039,1.5,1039
"315","boemerang1",1095,1.9,1095
"316","boerenbusiness",10226,2.7,10226
"317","boerenweer",425.8,0.8,425.8
"318","boerindivab",203,2.5,203
"319","bofh453",1968,0.8,1968
"320","bomt85",847,0.9,847
"321","bonsana",135,0.6,135
"322","borkmeister",1178,4.6,1178
"323","bosmaatjes",468.666666666667,1.46666666666667,468.666666666667
"324","bosserscnossen",619,5.3,619
"325","bosso73",79,2,79
"326","boswachtermicha",112,0.6,112
"327","bots_050",69.9090909090909,2.37272727272727,69.9090909090909
"328","boukebo",552.862068965517,1.47931034482759,552.862068965517
"329","boumaharry",890,1.4,890
"330","boumasietze",366,1.1,366
"331","bouquina",69,0.8,69
"332","bouwmensenfnz",252.142857142857,1.91428571428571,252.142857142857
"333","bouwmensenoss",169,0.6,169
"334","bouwmensentw",691,1,691
"335","brabantsaapje",190,4.5,190
"336","brad_cardiology",319,0.5,319
"337","braincreators",334,0.7,334
"338","brainstud_nl",152,0.7,152
"339","brambasje",110,153.1,110
"340","bramdegroot_frl",247.666666666667,0.966666666666667,247.666666666667
"341","bramvanliere",1576,4.1,1576
"342","brandweerlwd",2773,6.3,2773
"343","braun_rolf",533.166666666667,1.73888888888889,533.166666666667
"344","bregblogt",1102,1.5,1102
"345","breienmetagnes",495.818181818182,2.06363636363636,495.818181818182
"346","bresser_groep",376.5,1.5,376.5
"347","broeders73",446,2.38571428571429,446
"348","broedsel",230,1.5,230
"349","broer_hans",459,2.8,459
"350","brommersqc",370,0.8,370
"351","brouwer_f",1254,3.1,1254
"352","brouwerpatricia",300,1,300
"353","brtopper",166,4.6,166
"354","bruin752_piet",53,2.1,53
"355","brujoost",863,1.6,863
"356","brunchik",1826.91666666667,2.11666666666667,1826.91666666667
"357","brunninkhuis1",365.6,1.42,365.6
"358","bruunebruinvis",8,0.6,8
"359","brx0",1458,2.2,1458
"360","bsbareveld",420,1.05,420
"361","btkrth",1466.36363636364,1.3,1466.36363636364
"362","btptechsearch",2336,0.7,2336
"363","bubbel_haren",156,7,156
"364","buildingron",958,2.68333333333333,958
"365","burberrybeanz",969,0.6,969
"366","burgerfront1",517,16.1,517
"367","buroschaaf",534,0.6,534
"368","buysroggepeter",426,6.4,426
"369","bvmbo",2474,5.8,2474
"370","bvsport",975,2.3,975
"371","bwvacatures",802,1.96666666666667,802
"372","caatjebos",67,0.6,67
"373","cadam_1",231,0.8,231
"374","cain_rob",383,0.7,383
"375","calexander230",121,0.7,121
"376","carlholthausen",2846.83333333333,5.21111111111111,2846.83333333333
"377","carlokok2",78,1,78
"378","carmenfilart",151,0.7,151
"379","carojongerius",152,2.2,152
"380","carolinedepee",1053.8,3.78,1053.8
"381","carviset",115,0.8,115
"382","casafemke",3,0.8,3
"383","cascav",219,0.7,219
"384","caseofdees",7110.14285714286,47.6095238095238,7110.14285714286
"385","cath77777",1928,6.3,1928
"386","cathrient",325,0.7,325
"387","catrienbouman",34,0.633333333333333,34
"388","ccbrandt",648,1,648
"389","ccdstylios",52,0.8,52
"390","cda_drenthe",307,3.9,307
"391","cdafryslan",1440,2.76,1440
"392","cdatynaarlo",428,1.9,428
"393","cdaurk",1170.8,1.37333333333333,1170.8
"394","cdjongde",140,1.1,140
"395","cdkfryslan",3502,6.76,3502
"396","cementcomms",609,0.7,609
"397","centerdata",403,2.5,403
"398","cew_leeuwarden",736,0.7,736
"399","cgbassa",10306.3888888889,1.23888888888889,10306.3888888889
"400","cgmundell",2317.96296296296,0.788888888888889,2317.96296296296
"401","chantal74151351",240,1.4,240
"402","chantaln87",67.5,1.25,67.5
"403","charlotte9999",901,6.7,901
"404","chbeun",98,0.7,98
"405","chidambara09",5966,0.6,5966
"406","chiki_223",184,0.8,184
"407","chipsoft",1752,3.3,1752
"408","chrisbronda",849,1.5,849
"409","chrisdmarshall",1131,0.8,1131
"410","chrisinactie",2479.36363636364,1.4,2479.36363636364
"411","chrisroos76",448,2.6,448
"412","chrissaintyfco",2211,1.2,2211
"413","christaoosterb",833,1.4,833
"414","christelpieper",763,0.6,763
"415","christianambul",330,2.1,330
"416","christienstoker",1161.64705882353,2.05882352941176,1161.64705882353
"417","cindybronts",433,0.7,433
"418","cinop",3094,1.2,3094
"419","cipherequality",2367,0.7,2367
"420","circulairfrl",1309.82608695652,5.11304347826087,1309.82608695652
"421","ciscavanderspan",332,1.5,332
"422","ciskarippen",2035,2.15,2035
"423","cit_rug",950.090909090909,1.25454545454545,950.090909090909
"424","cittaslow_intl",5315,0.7,5315
"425","cityoftalent",3555,2.6,3555
"426","civwater",180,0.7,180
"427","cla_cordova",53,1.2,53
"428","clarindafeenstr",107,1,107
"429","clintcambuur",344,1,344
